,Hardware,Unnamed: 0,benchmark_name,count,extra_time_to_execute(us),inference_time(us),input_shape,input_type,num_of_batches,num_of_channels,num_threads
7527,NCS2,,graphsub_30_float32_f,50,2020.0,30.0,"30,30",float,1,3,4
7528,Desktop(CPU + GPU),,graphsub_30_int32_f,50,0.0,89.92,"30,30",int32,1,3,7
7529,NCS2,,graphsub_30_int32_f,50,2180.0,60.0,"30,30",int32,1,3,7
7530,Desktop(CPU + GPU),,graphsub_30_int32_f,50,0.0,84.4,"30,30",int32,1,3,8
7531,NCS2,,graphsub_30_int32_f,50,1950.0,40.0,"30,30",int32,1,3,8
7532,Desktop(CPU + GPU),,graphsub_30_int32_f,50,0.0,84.8,"30,30",int32,1,3,9
7533,NCS2,,graphsub_30_int32_f,50,2090.0,70.0,"30,30",int32,1,3,9
7534,Desktop(CPU + GPU),,graphsub_30_int32_f,50,0.0,78.12,"30,30",int32,1,3,10
7535,NCS2,,graphsub_30_int32_f,50,2130.0,50.0,"30,30",int32,1,3,10
7536,Desktop(CPU + GPU),,graphsub_30_int32_f,50,0.0,89.58,"30,30",int32,1,3,11
7537,NCS2,,graphsub_30_int32_f,50,2180.0,50.0,"30,30",int32,1,3,11
7538,Desktop(CPU + GPU),,graphsub_30_int32_f,50,0.0,92.3,"30,30",int32,1,3,12
7539,NCS2,,graphsub_30_int32_f,50,2100.0,60.0,"30,30",int32,1,3,12
7540,Desktop(CPU + GPU),,graphsub_30_uint8_f,50,0.0,70.62,"30,30",uint8,1,3,1
7541,NCS2,,graphsub_30_uint8_f,50,2080.0,80.0,"30,30",uint8,1,3,1
7542,Desktop(CPU + GPU),,graphsub_30_uint8_f,50,0.0,165.92,"30,30",uint8,1,3,2
7543,NCS2,,graphsub_30_uint8_f,50,2020.0,50.0,"30,30",uint8,1,3,2
7544,Desktop(CPU + GPU),,graphsub_30_uint8_f,50,0.0,179.72,"30,30",uint8,1,3,3
7545,NCS2,,graphsub_30_uint8_f,50,2050.0,20.0,"30,30",uint8,1,3,3
7546,Desktop(CPU + GPU),,graphsub_30_uint8_f,50,0.0,201.32,"30,30",uint8,1,3,4
7547,NCS2,,graphsub_30_uint8_f,50,2029.9999999999998,30.0,"30,30",uint8,1,3,4
7548,Desktop(CPU + GPU),,graphsub_30_uint8_f,50,0.0,168.58,"30,30",uint8,1,3,5
7549,NCS2,,graphsub_30_uint8_f,50,1980.0,30.0,"30,30",uint8,1,3,5
7550,Desktop(CPU + GPU),,graphsub_30_uint8_f,50,0.0,199.16,"30,30",uint8,1,3,6
7551,NCS2,,graphsub_30_uint8_f,50,2130.0,60.0,"30,30",uint8,1,3,6
7552,Desktop(CPU + GPU),,graphsub_30_uint8_f,50,0.0,199,"30,30",uint8,1,3,7
7553,NCS2,,graphsub_30_uint8_f,50,1990.0,40.0,"30,30",uint8,1,3,7
7554,Desktop(CPU + GPU),,graphsub_30_uint8_f,50,0.0,193.14,"30,30",uint8,1,3,8
7555,NCS2,,graphsub_30_uint8_f,50,2060.0,70.0,"30,30",uint8,1,3,8
7556,Desktop(CPU + GPU),,graphsub_30_uint8_f,50,0.0,187.74,"30,30",uint8,1,3,9
7557,NCS2,,graphsub_30_uint8_f,50,2220.0,50.0,"30,30",uint8,1,3,9
7558,Desktop(CPU + GPU),,graphsub_30_uint8_f,50,0.0,203.56,"30,30",uint8,1,3,10
7559,NCS2,,graphsub_30_uint8_f,50,1960.0,50.0,"30,30",uint8,1,3,10
7560,Desktop(CPU + GPU),,graphsub_30_uint8_f,50,0.0,179.08,"30,30",uint8,1,3,11
7561,NCS2,,graphsub_30_uint8_f,50,2150.0,50.0,"30,30",uint8,1,3,11
7562,Desktop(CPU + GPU),,graphsub_30_uint8_f,50,0.0,192.46,"30,30",uint8,1,3,12
7563,NCS2,,graphsub_30_uint8_f,50,2029.9999999999998,60.0,"30,30",uint8,1,3,12
7564,Desktop(CPU + GPU),,graphsub_400_float_f,50,0.0,475.86,"400,400",float,1,3,1
7565,NCS2,,graphsub_400_float_f,50,52940.0,960.0,"400,400",float,1,3,1
7566,coral edgetpu,,graphsub_400_float_f,90,0.0,11068.2,"400,400",uint8,1,3,1
7567,Desktop(CPU + GPU),,graphsub_400_float_f,50,0.0,403.84,"400,400",float,1,3,2
7568,NCS2,,graphsub_400_float_f,50,52500.0,830.0,"400,400",float,1,3,2
7569,coral edgetpu,,graphsub_400_float_f,90,0.0,11120.4,"400,400",uint8,1,3,2
7570,Desktop(CPU + GPU),,graphsub_400_float_f,50,0.0,440.72,"400,400",float,1,3,3
7571,NCS2,,graphsub_400_float_f,50,52830.0,810.0,"400,400",float,1,3,3
7572,coral edgetpu,,graphsub_400_float_f,90,0.0,11091.9,"400,400",uint8,1,3,3
7573,Desktop(CPU + GPU),,graphsub_400_float_f,50,0.0,498.92,"400,400",float,1,3,4
7574,NCS2,,graphsub_400_float_f,50,53160.0,840.0,"400,400",float,1,3,4
7575,coral edgetpu,,graphsub_400_float_f,89,0.0,11187.3,"400,400",uint8,1,3,4
7576,Desktop(CPU + GPU),,graphsub_400_float_f,50,0.0,472.26,"400,400",float,1,3,5
7577,NCS2,,graphsub_400_float_f,50,52330.0,820.0,"400,400",float,1,3,5
7578,coral edgetpu,,graphsub_400_float_f,90,0.0,11164.4,"400,400",uint8,1,3,5
7579,Desktop(CPU + GPU),,graphsub_400_float_f,50,0.0,471.06,"400,400",float,1,3,6
7580,NCS2,,graphsub_400_float_f,50,50960.0,820.0,"400,400",float,1,3,6
7581,coral edgetpu,,graphsub_400_float_f,90,0.0,11083.2,"400,400",uint8,1,3,6
7582,Desktop(CPU + GPU),,graphsub_400_float_f,50,0.0,506.12,"400,400",float,1,3,7
7583,NCS2,,graphsub_400_float_f,50,51030.0,840.0,"400,400",float,1,3,7
7584,coral edgetpu,,graphsub_400_float_f,90,0.0,11113.9,"400,400",uint8,1,3,7
7585,Desktop(CPU + GPU),,graphsub_400_float_f,50,0.0,479.9,"400,400",float,1,3,8
7586,NCS2,,graphsub_400_float_f,50,51180.0,820.0,"400,400",float,1,3,8
7587,coral edgetpu,,graphsub_400_float_f,88,0.0,11294.8,"400,400",uint8,1,3,8
7588,Desktop(CPU + GPU),,graphsub_400_float_f,50,0.0,534.78,"400,400",float,1,3,9
7589,NCS2,,graphsub_400_float_f,50,53100.0,820.0,"400,400",float,1,3,9
7590,coral edgetpu,,graphsub_400_float_f,89,0.0,11214.2,"400,400",uint8,1,3,9
7591,Desktop(CPU + GPU),,graphsub_400_float_f,50,0.0,512.58,"400,400",float,1,3,10
7592,NCS2,,graphsub_400_float_f,50,50950.0,840.0,"400,400",float,1,3,10
7593,coral edgetpu,,graphsub_400_float_f,90,0.0,11068,"400,400",uint8,1,3,10
7594,Desktop(CPU + GPU),,graphsub_400_float_f,50,0.0,515.12,"400,400",float,1,3,11
7595,NCS2,,graphsub_400_float_f,50,53220.0,830.0,"400,400",float,1,3,11
7596,coral edgetpu,,graphsub_400_float_f,90,0.0,11093.2,"400,400",uint8,1,3,11
7597,Desktop(CPU + GPU),,graphsub_400_float_f,50,0.0,506.28,"400,400",float,1,3,12
7598,NCS2,,graphsub_400_float_f,50,53440.0,820.0,"400,400",float,1,3,12
7599,coral edgetpu,,graphsub_400_float_f,90,0.0,11117.6,"400,400",uint8,1,3,12
7600,NCS2,,graphsub_400_float16_f,50,52930.0,970.0,"400,400",half,1,3,1
7601,NCS2,,graphsub_400_float16_f,50,51960.0,840.0,"400,400",half,1,3,2
7602,NCS2,,graphsub_400_int32_f,50,52880.0,820.0,"400,400",int32,1,3,5
7603,NCS2,,graphsub_400_int32_f,50,52550.0,820.0,"400,400",int32,1,3,6
7604,NCS2,,graphsub_400_int32_f,50,52450.0,820.0,"400,400",int32,1,3,10
7605,NCS2,,graphsub_400_int32_f,50,53300.0,860.0,"400,400",int32,1,3,11
7606,NCS2,,graphsub_400_int32_f,50,52970.0,820.0,"400,400",int32,1,3,12
7607,NCS2,,graphsub_400_uint8_f,50,53310.0,970.0,"400,400",uint8,1,3,1
7608,NCS2,,graphsub_400_uint8_f,50,52020.0,850.0,"400,400",uint8,1,3,2
7609,NCS2,,graphsub_400_uint8_f,50,53200.0,840.0,"400,400",uint8,1,3,3
7610,NCS2,,graphsub_400_uint8_f,50,51890.0,820.0,"400,400",uint8,1,3,4
7611,Desktop(CPU + GPU),,graphsub_400_uint8_f,50,0.0,734.2,"400,400",uint8,1,3,5
7612,NCS2,,graphsub_400_uint8_f,50,53200.0,820.0,"400,400",uint8,1,3,5
7613,Desktop(CPU + GPU),,graphsub_400_uint8_f,50,0.0,666.72,"400,400",uint8,1,3,6
7614,NCS2,,graphsub_400_uint8_f,50,52550.0,850.0,"400,400",uint8,1,3,6
7615,Desktop(CPU + GPU),,graphsub_400_uint8_f,50,0.0,708.58,"400,400",uint8,1,3,7
7616,NCS2,,graphsub_400_uint8_f,50,52550.0,820.0,"400,400",uint8,1,3,7
7617,Desktop(CPU + GPU),,graphsub_400_uint8_f,50,0.0,728.22,"400,400",uint8,1,3,8
7618,NCS2,,graphsub_400_uint8_f,50,51780.0,820.0,"400,400",uint8,1,3,8
7619,Desktop(CPU + GPU),,graphsub_400_uint8_f,50,0.0,641.5,"400,400",uint8,1,3,9
7620,NCS2,,graphsub_400_uint8_f,50,53410.0,820.0,"400,400",uint8,1,3,9
7621,Desktop(CPU + GPU),,graphsub_400_uint8_f,50,0.0,626,"400,400",uint8,1,3,10
7622,NCS2,,graphsub_400_uint8_f,50,53140.0,820.0,"400,400",uint8,1,3,10
7623,Desktop(CPU + GPU),,graphsub_400_uint8_f,50,0.0,611.92,"400,400",uint8,1,3,11
7624,NCS2,,graphsub_400_uint8_f,50,53310.0,830.0,"400,400",uint8,1,3,11
7625,Desktop(CPU + GPU),,graphsub_400_uint8_f,50,0.0,634.26,"400,400",uint8,1,3,12
7626,NCS2,,graphsub_400_uint8_f,50,52420.0,820.0,"400,400",uint8,1,3,12
7627,NCS2,,graphsub_40_float_f,50,2360.0,80.0,"40,40",float,1,3,1
7628,coral edgetpu,,graphsub_40_float_f,3134,0.0,306.505,"40,40",uint8,1,3,1
7629,Desktop(CPU + GPU),,graphsub_40_float_f,50,0.0,155.68,"40,40",float,1,3,2
7630,NCS2,,graphsub_40_float_f,50,2050.0,60.0,"40,40",float,1,3,2
7631,coral edgetpu,,graphsub_40_float_f,3113,0.0,308.374,"40,40",uint8,1,3,2
7632,Desktop(CPU + GPU),,graphsub_40_float_f,50,0.0,168.66,"40,40",float,1,3,3
7633,NCS2,,graphsub_40_float_f,50,2330.0,40.0,"40,40",float,1,3,3
7634,coral edgetpu,,graphsub_40_float_f,3140,0.0,305.617,"40,40",uint8,1,3,3
7635,Desktop(CPU + GPU),,graphsub_40_float_f,50,0.0,178.88,"40,40",float,1,3,4
7636,NCS2,,graphsub_40_float_f,50,2360.0,70.0,"40,40",float,1,3,4
7637,coral edgetpu,,graphsub_40_float_f,3149,0.0,306.52,"40,40",uint8,1,3,4
7638,Desktop(CPU + GPU),,graphsub_40_float_f,50,0.0,187.06,"40,40",float,1,3,5
7639,NCS2,,graphsub_40_float_f,50,2490.0,110.0,"40,40",float,1,3,5
7640,coral edgetpu,,graphsub_40_float_f,3133,0.0,305.859,"40,40",uint8,1,3,5
7641,Desktop(CPU + GPU),,graphsub_40_float_f,50,0.0,188.02,"40,40",float,1,3,6
7642,NCS2,,graphsub_40_float_f,50,2300.0,60.0,"40,40",float,1,3,6
7643,coral edgetpu,,graphsub_40_float_f,3149,0.0,303.628,"40,40",uint8,1,3,6
7644,Desktop(CPU + GPU),,graphsub_40_float_f,50,0.0,179.48,"40,40",float,1,3,7
7645,NCS2,,graphsub_40_float_f,50,2310.0,60.0,"40,40",float,1,3,7
7646,coral edgetpu,,graphsub_40_float_f,3128,0.0,306.806,"40,40",uint8,1,3,7
7647,Desktop(CPU + GPU),,graphsub_40_float_f,50,0.0,178.2,"40,40",float,1,3,8
7648,NCS2,,graphsub_40_float_f,50,2360.0,40.0,"40,40",float,1,3,8
7649,coral edgetpu,,graphsub_40_float_f,3139,0.0,307.047,"40,40",uint8,1,3,8
7650,Desktop(CPU + GPU),,graphsub_40_float_f,50,0.0,182.56,"40,40",float,1,3,9
7651,NCS2,,graphsub_40_float_f,50,2290.0,50.0,"40,40",float,1,3,9
7652,coral edgetpu,,graphsub_40_float_f,3124,0.0,308.438,"40,40",uint8,1,3,9
7653,Desktop(CPU + GPU),,graphsub_40_float_f,50,0.0,189.52,"40,40",float,1,3,10
7654,NCS2,,graphsub_40_float_f,50,2320.0,80.0,"40,40",float,1,3,10
7655,coral edgetpu,,graphsub_40_float_f,3115,0.0,307.892,"40,40",uint8,1,3,10
7656,Desktop(CPU + GPU),,graphsub_40_float_f,50,0.0,191.7,"40,40",float,1,3,11
7657,NCS2,,graphsub_40_float_f,50,2430.0,130.0,"40,40",float,1,3,11
7658,coral edgetpu,,graphsub_40_float_f,3151,0.0,305.142,"40,40",uint8,1,3,11
7659,Desktop(CPU + GPU),,graphsub_40_float_f,50,0.0,191.26,"40,40",float,1,3,12
7660,NCS2,,graphsub_40_float_f,50,2450.0,60.0,"40,40",float,1,3,12
7661,coral edgetpu,,graphsub_40_float_f,3152,0.0,305.496,"40,40",uint8,1,3,12
7662,NCS2,,graphsub_40_float16_f,50,2430.0,60.0,"40,40",half,1,3,1
7663,NCS2,,graphsub_40_float16_f,50,2350.0,60.0,"40,40",half,1,3,2
7664,NCS2,,graphsub_40_float16_f,50,2180.0,60.0,"40,40",half,1,3,3
7665,NCS2,,graphsub_40_float16_f,50,2310.0,90.0,"40,40",half,1,3,5
7666,Desktop(CPU + GPU),,graphsub_40_float32_f,50,0.0,184.6,"40,40",float,1,3,4
7667,NCS2,,graphsub_40_float32_f,50,2310.0,70.0,"40,40",float,1,3,4
7668,Desktop(CPU + GPU),,graphsub_40_float32_f,50,0.0,192.82,"40,40",float,1,3,5
7669,NCS2,,graphsub_40_float32_f,50,2320.0,80.0,"40,40",float,1,3,5
7670,Desktop(CPU + GPU),,graphsub_40_float32_f,50,0.0,182.9,"40,40",float,1,3,6
7671,NCS2,,graphsub_40_float32_f,50,2370.0,30.0,"40,40",float,1,3,6
7672,Desktop(CPU + GPU),,graphsub_40_float32_f,50,0.0,175.36,"40,40",float,1,3,7
7673,NCS2,,graphsub_40_float32_f,50,2490.0,40.0,"40,40",float,1,3,7
7674,Desktop(CPU + GPU),,graphsub_40_float32_f,50,0.0,188.72,"40,40",float,1,3,8
7675,NCS2,,graphsub_40_float32_f,50,2250.0,40.0,"40,40",float,1,3,8
7676,Desktop(CPU + GPU),,graphsub_40_float32_f,50,0.0,191.68,"40,40",float,1,3,9
7677,NCS2,,graphsub_40_float32_f,50,2550.0,50.0,"40,40",float,1,3,9
7678,Desktop(CPU + GPU),,graphsub_40_float32_f,50,0.0,151.14,"40,40",float,1,3,10
7679,NCS2,,graphsub_40_float32_f,50,2360.0,50.0,"40,40",float,1,3,10
7680,Desktop(CPU + GPU),,graphsub_40_float32_f,50,0.0,182.46,"40,40",float,1,3,11
7681,NCS2,,graphsub_40_float32_f,50,2390.0,60.0,"40,40",float,1,3,11
7682,Desktop(CPU + GPU),,graphsub_40_float32_f,50,0.0,178.92,"40,40",float,1,3,12
7683,NCS2,,graphsub_40_float32_f,50,2500.0,60.0,"40,40",float,1,3,12
7684,Desktop(CPU + GPU),,graphsub_40_int32_f,50,0.0,48.06,"40,40",int32,1,3,1
7685,NCS2,,graphsub_40_int32_f,50,2180.0,80.0,"40,40",int32,1,3,1
7686,Desktop(CPU + GPU),,graphsub_40_int32_f,50,0.0,68.82,"40,40",int32,1,3,2
7687,NCS2,,graphsub_40_int32_f,50,2430.0,70.0,"40,40",int32,1,3,2
7688,Desktop(CPU + GPU),,graphsub_40_int32_f,50,0.0,88.56,"40,40",int32,1,3,3
7689,NCS2,,graphsub_40_int32_f,50,2060.0,60.0,"40,40",int32,1,3,3
7690,Desktop(CPU + GPU),,graphsub_40_int32_f,50,0.0,92.02,"40,40",int32,1,3,4
7691,NCS2,,graphsub_40_int32_f,50,2270.0,70.0,"40,40",int32,1,3,4
7692,Desktop(CPU + GPU),,graphsub_40_uint8_f,50,0.0,180.72,"40,40",uint8,1,3,2
7693,NCS2,,graphsub_40_uint8_f,50,2230.0,60.0,"40,40",uint8,1,3,2
7694,NCS2,,graphsub_500_float16_f,50,80150.0,1270.0,"500,500",half,1,3,6
7695,NCS2,,graphsub_500_float16_f,50,81600.0,1260.0,"500,500",half,1,3,7
7696,Desktop(CPU + GPU),,graphsub_500_uint8_f,50,0.0,1351.76,"500,500",uint8,1,3,2
7697,NCS2,,graphsub_500_uint8_f,50,81580.0,1270.0,"500,500",uint8,1,3,2
7698,NCS2,,graphsub_50_float_f,50,2490.0,60.0,"50,50",float,1,3,1
7699,Desktop(CPU + GPU),,graphsub_50_float_f,50,0.0,170.86,"50,50",float,1,3,2
7700,NCS2,,graphsub_50_float_f,50,2740.0,50.0,"50,50",float,1,3,2
7701,Desktop(CPU + GPU),,graphsub_50_float_f,50,0.0,180.4,"50,50",float,1,3,3
7702,NCS2,,graphsub_50_float_f,50,2490.0,90.0,"50,50",float,1,3,3
7703,Desktop(CPU + GPU),,graphsub_50_float_f,50,0.0,198.7,"50,50",float,1,3,12
7704,NCS2,,graphsub_50_float_f,50,2500.0,60.0,"50,50",float,1,3,12
7705,NCS2,,graphsub_50_float16_f,50,2770.0,50.0,"50,50",half,1,3,9
7706,NCS2,,graphsub_50_float16_f,50,2630.0,50.0,"50,50",half,1,3,10
7707,NCS2,,graphsub_50_float16_f,50,2670.0,60.0,"50,50",half,1,3,11
7708,Desktop(CPU + GPU),,graphsub_50_float32_f,50,0.0,191.82,"50,50",float,1,3,8
7709,NCS2,,graphsub_50_float32_f,50,2550.0,40.0,"50,50",float,1,3,8
7710,Desktop(CPU + GPU),,graphsub_50_int32_f,50,0.0,95.4,"50,50",int32,1,3,4
7711,NCS2,,graphsub_50_int32_f,50,2590.0,70.0,"50,50",int32,1,3,4
7712,Desktop(CPU + GPU),,graphsub_50_int32_f,50,0.0,85.26,"50,50",int32,1,3,5
7713,NCS2,,graphsub_50_int32_f,50,2650.0,100.0,"50,50",int32,1,3,5
7714,Desktop(CPU + GPU),,graphsub_50_int32_f,50,0.0,92.04,"50,50",int32,1,3,6
7715,NCS2,,graphsub_50_int32_f,50,2500.0,30.0,"50,50",int32,1,3,6
7716,Desktop(CPU + GPU),,graphsub_50_int32_f,50,0.0,97.24,"50,50",int32,1,3,7
7717,NCS2,,graphsub_50_int32_f,50,2740.0,40.0,"50,50",int32,1,3,7
7718,Desktop(CPU + GPU),,graphsub_50_int32_f,50,0.0,85.54,"50,50",int32,1,3,8
7719,NCS2,,graphsub_50_int32_f,50,2700.0,40.0,"50,50",int32,1,3,8
7720,Desktop(CPU + GPU),,graphsub_50_int32_f,50,0.0,107.24,"50,50",int32,1,3,9
7721,NCS2,,graphsub_50_int32_f,50,2720.0,50.0,"50,50",int32,1,3,9
7722,Desktop(CPU + GPU),,graphsub_50_int32_f,50,0.0,96.34,"50,50",int32,1,3,10
7723,NCS2,,graphsub_50_int32_f,50,2640.0,50.0,"50,50",int32,1,3,10
7724,Desktop(CPU + GPU),,graphsub_50_int32_f,50,0.0,96.7,"50,50",int32,1,3,11
7725,NCS2,,graphsub_50_int32_f,50,2650.0,60.0,"50,50",int32,1,3,11
7726,Desktop(CPU + GPU),,graphsub_50_int32_f,50,0.0,78,"50,50",int32,1,3,12
7727,NCS2,,graphsub_50_int32_f,50,2740.0,60.0,"50,50",int32,1,3,12
7728,Desktop(CPU + GPU),,graphsub_50_uint8_f,50,0.0,110.34,"50,50",uint8,1,3,1
7729,NCS2,,graphsub_50_uint8_f,50,2700.0,50.0,"50,50",uint8,1,3,1
7730,Desktop(CPU + GPU),,graphsub_50_uint8_f,50,0.0,194.78,"50,50",uint8,1,3,2
7731,NCS2,,graphsub_50_uint8_f,50,2640.0,90.0,"50,50",uint8,1,3,2
7732,Desktop(CPU + GPU),,graphsub_50_uint8_f,50,0.0,189.72,"50,50",uint8,1,3,3
7733,NCS2,,graphsub_50_uint8_f,50,2480.0,60.0,"50,50",uint8,1,3,3
7734,Desktop(CPU + GPU),,graphsub_50_uint8_f,50,0.0,213.88,"50,50",uint8,1,3,4
7735,NCS2,,graphsub_50_uint8_f,50,2310.0,90.0,"50,50",uint8,1,3,4
7736,Desktop(CPU + GPU),,graphsub_50_uint8_f,50,0.0,206.12,"50,50",uint8,1,3,5
7737,NCS2,,graphsub_50_uint8_f,50,2650.0,80.0,"50,50",uint8,1,3,5
7738,Desktop(CPU + GPU),,graphsub_50_uint8_f,50,0.0,221.62,"50,50",uint8,1,3,6
7739,NCS2,,graphsub_50_uint8_f,50,2440.0,80.0,"50,50",uint8,1,3,6
7740,Desktop(CPU + GPU),,graphsub_50_uint8_f,50,0.0,208.94,"50,50",uint8,1,3,7
7741,NCS2,,graphsub_50_uint8_f,50,2580.0,40.0,"50,50",uint8,1,3,7
7742,Desktop(CPU + GPU),,graphsub_50_uint8_f,50,0.0,209.94,"50,50",uint8,1,3,8
7743,NCS2,,graphsub_50_uint8_f,50,2540.0,40.0,"50,50",uint8,1,3,8
7744,Desktop(CPU + GPU),,graphsub_50_uint8_f,50,0.0,224.16,"50,50",uint8,1,3,9
7745,NCS2,,graphsub_50_uint8_f,50,2610.0,50.0,"50,50",uint8,1,3,9
7746,Desktop(CPU + GPU),,graphsub_50_uint8_f,50,0.0,214.8,"50,50",uint8,1,3,10
7747,NCS2,,graphsub_50_uint8_f,50,2480.0,50.0,"50,50",uint8,1,3,10
7748,Desktop(CPU + GPU),,graphsub_50_uint8_f,50,0.0,216.14,"50,50",uint8,1,3,11
7749,NCS2,,graphsub_50_uint8_f,50,2750.0,50.0,"50,50",uint8,1,3,11
7750,Desktop(CPU + GPU),,graphsub_50_uint8_f,50,0.0,210.1,"50,50",uint8,1,3,12
7751,NCS2,,graphsub_50_uint8_f,50,2530.0,60.0,"50,50",uint8,1,3,12
7752,Desktop(CPU + GPU),,graphsub_600_float_f,50,0.0,1035.76,"600,600",float,1,3,1
7753,NCS2,,graphsub_600_float_f,50,116800.0,2120.0,"600,600",float,1,3,1
7754,coral edgetpu,,graphsub_600_float_f,50,0.0,24787,"600,600",uint8,1,3,1
7755,Desktop(CPU + GPU),,graphsub_600_float_f,50,0.0,997.12,"600,600",float,1,3,2
7756,NCS2,,graphsub_600_float_f,50,116860.0,1780.0,"600,600",float,1,3,2
7757,coral edgetpu,,graphsub_600_float_f,50,0.0,24857.8,"600,600",uint8,1,3,2
7758,Desktop(CPU + GPU),,graphsub_600_float_f,50,0.0,1023.62,"600,600",float,1,3,3
7759,NCS2,,graphsub_600_float_f,50,115900.0,1760.0,"600,600",float,1,3,3
7760,coral edgetpu,,graphsub_600_float_f,50,0.0,24736.7,"600,600",uint8,1,3,3
7761,Desktop(CPU + GPU),,graphsub_600_float_f,50,0.0,1065.96,"600,600",float,1,3,4
7762,NCS2,,graphsub_600_float_f,50,117410.0,1770.0,"600,600",float,1,3,4
7763,coral edgetpu,,graphsub_600_float_f,50,0.0,24824.4,"600,600",uint8,1,3,4
7764,Desktop(CPU + GPU),,graphsub_600_float_f,50,0.0,1006.84,"600,600",float,1,3,5
7765,NCS2,,graphsub_600_float_f,50,116420.0,1780.0,"600,600",float,1,3,5
7766,coral edgetpu,,graphsub_600_float_f,50,0.0,24667.9,"600,600",uint8,1,3,5
7767,Desktop(CPU + GPU),,graphsub_600_float_f,50,0.0,1072.32,"600,600",float,1,3,6
7768,NCS2,,graphsub_600_float_f,50,116630.0,1770.0,"600,600",float,1,3,6
7769,coral edgetpu,,graphsub_600_float_f,50,0.0,24831.9,"600,600",uint8,1,3,6
7770,Desktop(CPU + GPU),,graphsub_600_float_f,50,0.0,1087.56,"600,600",float,1,3,7
7771,NCS2,,graphsub_600_float_f,50,116930.0,1780.0,"600,600",float,1,3,7
7772,coral edgetpu,,graphsub_600_float_f,50,0.0,24809,"600,600",uint8,1,3,7
7773,Desktop(CPU + GPU),,graphsub_600_float_f,50,0.0,1049.8,"600,600",float,1,3,8
7774,NCS2,,graphsub_600_float_f,50,115710.0,1770.0,"600,600",float,1,3,8
7775,coral edgetpu,,graphsub_600_float_f,50,0.0,24693.2,"600,600",uint8,1,3,8
7776,Desktop(CPU + GPU),,graphsub_600_float_f,50,0.0,1105.22,"600,600",float,1,3,9
7777,NCS2,,graphsub_600_float_f,50,117210.0,1780.0,"600,600",float,1,3,9
7778,coral edgetpu,,graphsub_600_float_f,50,0.0,24712,"600,600",uint8,1,3,9
7779,Desktop(CPU + GPU),,graphsub_600_float_f,50,0.0,983.9,"600,600",float,1,3,10
7780,NCS2,,graphsub_600_float_f,50,115970.0,1770.0,"600,600",float,1,3,10
7781,coral edgetpu,,graphsub_600_float_f,50,0.0,24951.4,"600,600",uint8,1,3,10
7782,Desktop(CPU + GPU),,graphsub_600_float_f,50,0.0,1084.4,"600,600",float,1,3,11
7783,NCS2,,graphsub_600_float_f,50,112640.0,1780.0,"600,600",float,1,3,11
7784,coral edgetpu,,graphsub_600_float_f,50,0.0,24884.1,"600,600",uint8,1,3,11
7785,Desktop(CPU + GPU),,graphsub_600_float_f,50,0.0,1026.18,"600,600",float,1,3,12
7786,NCS2,,graphsub_600_float_f,50,112510.0,1770.0,"600,600",float,1,3,12
7787,coral edgetpu,,graphsub_600_float_f,50,0.0,25077,"600,600",uint8,1,3,12
7788,NCS2,,graphsub_600_float16_f,50,116840.0,2140.0,"600,600",half,1,3,1
7789,NCS2,,graphsub_600_float16_f,50,111070.0,1810.0,"600,600",half,1,3,2
7790,NCS2,,graphsub_600_float16_f,50,111190.0,1770.0,"600,600",half,1,3,3
7791,NCS2,,graphsub_600_float16_f,50,112760.0,1770.0,"600,600",half,1,3,4
7792,NCS2,,graphsub_600_float16_f,50,118430.0,1770.0,"600,600",half,1,3,5
7793,NCS2,,graphsub_600_float16_f,50,168450.0,1790.0,"600,600",half,1,3,7
7794,NCS2,,graphsub_600_float16_f,50,116860.0,1810.0,"600,600",half,1,3,8
7795,NCS2,,graphsub_600_float16_f,50,116760.0,1770.0,"600,600",half,1,3,9
7796,NCS2,,graphsub_600_float16_f,50,112690.0,1800.0,"600,600",half,1,3,10
7797,NCS2,,graphsub_600_float16_f,50,124790.0,1770.0,"600,600",half,1,3,11
7798,Desktop(CPU + GPU),,graphsub_600_float32_f,50,0.0,854.64,"600,600",float,1,3,2
7799,NCS2,,graphsub_600_float32_f,50,116420.0,1800.0,"600,600",float,1,3,2
7800,Desktop(CPU + GPU),,graphsub_600_float32_f,50,0.0,1024.58,"600,600",float,1,3,3
7801,NCS2,,graphsub_600_float32_f,50,116740.0,1770.0,"600,600",float,1,3,3
7802,Desktop(CPU + GPU),,graphsub_600_float32_f,50,0.0,1030.28,"600,600",float,1,3,4
7803,NCS2,,graphsub_600_float32_f,50,115530.0,1770.0,"600,600",float,1,3,4
7804,Desktop(CPU + GPU),,graphsub_600_float32_f,50,0.0,1091.9,"600,600",float,1,3,5
7805,NCS2,,graphsub_600_float32_f,50,113510.0,1790.0,"600,600",float,1,3,5
7806,Desktop(CPU + GPU),,graphsub_600_float32_f,50,0.0,1058.54,"600,600",float,1,3,6
7807,NCS2,,graphsub_600_float32_f,50,115520.0,1770.0,"600,600",float,1,3,6
7808,Desktop(CPU + GPU),,graphsub_600_float32_f,50,0.0,1062.18,"600,600",float,1,3,7
7809,NCS2,,graphsub_600_float32_f,50,116600.0,1780.0,"600,600",float,1,3,7
7810,Desktop(CPU + GPU),,graphsub_600_float32_f,50,0.0,981.98,"600,600",float,1,3,8
