,Hardware,Unnamed: 0,benchmark_name,count,extra_time_to_execute(us),inference_time(us),input_shape,input_type,num_of_batches,num_of_channels,num_threads
2485,Desktop(CPU + GPU),2485.0,graphdepthwiseconv2d_f,50,0.0,373.54,"700,700",float,1,3,2
2486,Desktop(CPU + GPU),2486.0,graphdepthwiseconv2d_f,50,0.0,340.78,"700,700",float,1,3,3
2487,Desktop(CPU + GPU),2487.0,graphdepthwiseconv2d_f,50,0.0,315.3,"700,700",float,1,3,4
2488,Desktop(CPU + GPU),2488.0,graphdepthwiseconv2d_f,50,0.0,329.92,"700,700",float,1,3,5
2489,Desktop(CPU + GPU),2489.0,graphdepthwiseconv2d_f,50,0.0,415.58,"700,700",float,1,3,6
2490,Desktop(CPU + GPU),2490.0,graphdepthwiseconv2d_f,50,0.0,482.72,"700,700",float,1,3,7
2491,Desktop(CPU + GPU),2491.0,graphdepthwiseconv2d_f,50,0.0,312.0,"700,700",float,1,3,8
2492,Desktop(CPU + GPU),2492.0,graphdepthwiseconv2d_f,50,0.0,461.02,"700,700",float,1,3,9
2493,Desktop(CPU + GPU),2493.0,graphdepthwiseconv2d_f,50,0.0,282.36,"700,700",float,1,3,10
2494,Desktop(CPU + GPU),2494.0,graphdepthwiseconv2d_f,50,0.0,293.48,"700,700",float,1,3,11
2495,Desktop(CPU + GPU),2495.0,graphdepthwiseconv2d_f,50,0.0,219.04,"700,700",float,1,3,12
2496,Desktop(CPU + GPU),2496.0,graphadd_100_float_f,50,0.0,179.86,"100,100",float,1,3,1
2497,NCS2,2497.0,graphadd_100_float_f,50,4510.0,90.0,"100,100",float,1,3,1
2498,coral edgetpu,2498.0,graphadd_100_float_f,1047,0.0,937.176,"100,100",uint8,1,3,1
2499,Desktop(CPU + GPU),2499.0,graphadd_100_float_f,50,0.0,171.9,"100,100",float,1,3,2
2500,NCS2,2500.0,graphadd_100_float_f,50,4590.0,100.0,"100,100",float,1,3,2
2501,coral edgetpu,2501.0,graphadd_100_float_f,1038,0.0,942.452,"100,100",uint8,1,3,2
2502,Desktop(CPU + GPU),2502.0,graphadd_100_float_f,50,0.0,182.94,"100,100",float,1,3,3
2503,NCS2,2503.0,graphadd_100_float_f,50,4530.0,80.0,"100,100",float,1,3,3
2504,coral edgetpu,2504.0,graphadd_100_float_f,1052,0.0,931.92,"100,100",uint8,1,3,3
2505,Desktop(CPU + GPU),2505.0,graphadd_100_float_f,50,0.0,195.68,"100,100",float,1,3,4
2506,NCS2,2506.0,graphadd_100_float_f,50,4870.0,80.0,"100,100",float,1,3,4
2507,coral edgetpu,2507.0,graphadd_100_float_f,1035,0.0,944.909,"100,100",uint8,1,3,4
2508,Desktop(CPU + GPU),2508.0,graphadd_100_float_f,50,0.0,205.5,"100,100",float,1,3,5
2509,NCS2,2509.0,graphadd_100_float_f,50,5050.0,80.0,"100,100",float,1,3,5
2510,coral edgetpu,2510.0,graphadd_100_float_f,1035,0.0,945.6460000000001,"100,100",uint8,1,3,5
2511,Desktop(CPU + GPU),2511.0,graphadd_100_float_f,50,0.0,205.52,"100,100",float,1,3,6
2512,NCS2,2512.0,graphadd_100_float_f,50,4960.0,90.0,"100,100",float,1,3,6
2513,coral edgetpu,2513.0,graphadd_100_float_f,1064,0.0,922.6039999999999,"100,100",uint8,1,3,6
2514,Desktop(CPU + GPU),2514.0,graphadd_100_float_f,50,0.0,188.24,"100,100",float,1,3,7
2515,NCS2,2515.0,graphadd_100_float_f,50,4730.0,90.0,"100,100",float,1,3,7
2516,coral edgetpu,2516.0,graphadd_100_float_f,1062,0.0,922.538,"100,100",uint8,1,3,7
2517,Desktop(CPU + GPU),2517.0,graphadd_100_float_f,50,0.0,201.2,"100,100",float,1,3,8
2518,NCS2,2518.0,graphadd_100_float_f,50,5410.0,90.0,"100,100",float,1,3,8
2519,coral edgetpu,2519.0,graphadd_100_float_f,925,0.0,1059.16,"100,100",uint8,1,3,8
2520,Desktop(CPU + GPU),2520.0,graphadd_100_float_f,50,0.0,201.4,"100,100",float,1,3,9
2521,NCS2,2521.0,graphadd_100_float_f,50,4800.0,100.0,"100,100",float,1,3,9
2522,coral edgetpu,2522.0,graphadd_100_float_f,1027,0.0,953.013,"100,100",uint8,1,3,9
2523,Desktop(CPU + GPU),2523.0,graphadd_100_float_f,50,0.0,176.62,"100,100",float,1,3,10
2524,NCS2,2524.0,graphadd_100_float_f,50,4700.0,100.0,"100,100",float,1,3,10
2525,coral edgetpu,2525.0,graphadd_100_float_f,1022,0.0,958.5010000000001,"100,100",uint8,1,3,10
2526,Desktop(CPU + GPU),2526.0,graphadd_100_float_f,50,0.0,181.96,"100,100",float,1,3,11
2527,NCS2,2527.0,graphadd_100_float_f,50,4770.0,110.0,"100,100",float,1,3,11
2528,coral edgetpu,2528.0,graphadd_100_float_f,1044,0.0,938.433,"100,100",uint8,1,3,11
2529,Desktop(CPU + GPU),2529.0,graphadd_100_float_f,50,0.0,176.3,"100,100",float,1,3,12
2530,NCS2,2530.0,graphadd_100_float_f,50,5020.0,100.0,"100,100",float,1,3,12
2531,coral edgetpu,2531.0,graphadd_100_float_f,1025,0.0,954.9069999999999,"100,100",uint8,1,3,12
2532,Desktop(CPU + GPU),2532.0,graphdepthwiseconv2d_f,50,0.0,1826.2,"800,800",float,1,3,1
2533,Desktop(CPU + GPU),2533.0,graphdepthwiseconv2d_f,50,0.0,449.26,"800,800",float,1,3,2
2534,Desktop(CPU + GPU),2534.0,graphdepthwiseconv2d_f,50,0.0,217.4,"800,800",float,1,3,3
2535,Desktop(CPU + GPU),2535.0,graphdepthwiseconv2d_f,50,0.0,214.24,"800,800",float,1,3,4
2536,Desktop(CPU + GPU),2536.0,graphdepthwiseconv2d_f,50,0.0,271.68,"800,800",float,1,3,5
2537,Desktop(CPU + GPU),2537.0,graphdepthwiseconv2d_f,50,0.0,545.92,"800,800",float,1,3,6
2538,Desktop(CPU + GPU),2538.0,graphdepthwiseconv2d_f,50,0.0,291.7,"800,800",float,1,3,7
2539,Desktop(CPU + GPU),2539.0,graphdepthwiseconv2d_f,50,0.0,526.32,"800,800",float,1,3,8
2540,Desktop(CPU + GPU),2540.0,graphdepthwiseconv2d_f,50,0.0,325.74,"800,800",float,1,3,9
2541,Desktop(CPU + GPU),2541.0,graphdepthwiseconv2d_f,50,0.0,263.72,"800,800",float,1,3,10
2542,Desktop(CPU + GPU),2542.0,graphdepthwiseconv2d_f,50,0.0,391.32,"800,800",float,1,3,11
2543,Desktop(CPU + GPU),2543.0,graphdepthwiseconv2d_f,50,0.0,231.1,"800,800",float,1,3,12
2544,Desktop(CPU + GPU),2544.0,graphadd_192_float_f,50,0.0,261.16,"192,192",float,1,3,1
2545,NCS2,2545.0,graphadd_192_float_f,50,13070.0,240.0,"192,192",float,1,3,1
2546,coral edgetpu,2546.0,graphadd_192_float_f,360,0.0,2745.64,"192,192",uint8,1,3,1
2547,Desktop(CPU + GPU),2547.0,graphadd_192_float_f,50,0.0,210.26,"192,192",float,1,3,2
2548,NCS2,2548.0,graphadd_192_float_f,50,12940.0,250.0,"192,192",float,1,3,2
2549,coral edgetpu,2549.0,graphadd_192_float_f,360,0.0,2743.01,"192,192",uint8,1,3,2
2550,Desktop(CPU + GPU),2550.0,graphadd_192_float_f,50,0.0,241.04,"192,192",float,1,3,3
2551,NCS2,2551.0,graphadd_192_float_f,50,13400.0,230.0,"192,192",float,1,3,3
2552,coral edgetpu,2552.0,graphadd_192_float_f,356,0.0,2771.73,"192,192",uint8,1,3,3
2553,Desktop(CPU + GPU),2553.0,graphadd_192_float_f,50,0.0,239.72,"192,192",float,1,3,4
2554,NCS2,2554.0,graphadd_192_float_f,50,12870.0,210.0,"192,192",float,1,3,4
2555,coral edgetpu,2555.0,graphadd_192_float_f,359,0.0,2755.95,"192,192",uint8,1,3,4
2556,Desktop(CPU + GPU),2556.0,graphadd_192_float_f,50,0.0,217.4,"192,192",float,1,3,5
2557,NCS2,2557.0,graphadd_192_float_f,50,13250.0,260.0,"192,192",float,1,3,5
2558,coral edgetpu,2558.0,graphadd_192_float_f,357,0.0,2765.97,"192,192",uint8,1,3,5
2559,Desktop(CPU + GPU),2559.0,graphadd_192_float_f,50,0.0,273.72,"192,192",float,1,3,6
2560,NCS2,2560.0,graphadd_192_float_f,50,13790.0,230.0,"192,192",float,1,3,6
2561,coral edgetpu,2561.0,graphadd_192_float_f,352,0.0,2804.05,"192,192",uint8,1,3,6
2562,Desktop(CPU + GPU),2562.0,graphadd_192_float_f,50,0.0,260.78,"192,192",float,1,3,7
2563,NCS2,2563.0,graphadd_192_float_f,50,12930.0,210.0,"192,192",float,1,3,7
2564,coral edgetpu,2564.0,graphadd_192_float_f,354,0.0,2791.06,"192,192",uint8,1,3,7
2565,Desktop(CPU + GPU),2565.0,graphadd_192_float_f,50,0.0,240.34,"192,192",float,1,3,8
2566,NCS2,2566.0,graphadd_192_float_f,50,12880.0,210.0,"192,192",float,1,3,8
2567,coral edgetpu,2567.0,graphadd_192_float_f,353,0.0,2799.6,"192,192",uint8,1,3,8
2568,Desktop(CPU + GPU),2568.0,graphadd_192_float_f,50,0.0,260.0,"192,192",float,1,3,9
2569,NCS2,2569.0,graphadd_192_float_f,50,13070.0,220.0,"192,192",float,1,3,9
2570,coral edgetpu,2570.0,graphadd_192_float_f,352,0.0,2810.59,"192,192",uint8,1,3,9
2571,Desktop(CPU + GPU),2571.0,graphadd_192_float_f,50,0.0,249.4,"192,192",float,1,3,10
2572,NCS2,2572.0,graphadd_192_float_f,50,12790.0,230.0,"192,192",float,1,3,10
2573,coral edgetpu,2573.0,graphadd_192_float_f,357,0.0,2762.59,"192,192",uint8,1,3,10
2574,Desktop(CPU + GPU),2574.0,graphadd_192_float_f,50,0.0,261.82,"192,192",float,1,3,11
2575,NCS2,2575.0,graphadd_192_float_f,50,12950.0,210.0,"192,192",float,1,3,11
2576,coral edgetpu,2576.0,graphadd_192_float_f,358,0.0,2756.08,"192,192",uint8,1,3,11
2577,Desktop(CPU + GPU),2577.0,graphadd_192_float_f,50,0.0,241.98,"192,192",float,1,3,12
2578,NCS2,2578.0,graphadd_192_float_f,50,12890.0,210.0,"192,192",float,1,3,12
2579,coral edgetpu,2579.0,graphadd_192_float_f,353,0.0,2798.97,"192,192",uint8,1,3,12
2580,Desktop(CPU + GPU),2580.0,graphdepthwiseconv2d_f,50,0.0,2264.7,"900,900",float,1,3,1
2581,Desktop(CPU + GPU),2581.0,graphdepthwiseconv2d_f,50,0.0,347.08,"900,900",float,1,3,2
2582,Desktop(CPU + GPU),2582.0,graphdepthwiseconv2d_f,50,0.0,636.48,"900,900",float,1,3,3
2583,Desktop(CPU + GPU),2583.0,graphdepthwiseconv2d_f,50,0.0,349.54,"900,900",float,1,3,4
2584,Desktop(CPU + GPU),2584.0,graphdepthwiseconv2d_f,50,0.0,494.02,"900,900",float,1,3,5
2585,Desktop(CPU + GPU),2585.0,graphdepthwiseconv2d_f,50,0.0,385.96,"900,900",float,1,3,6
2586,Desktop(CPU + GPU),2586.0,graphdepthwiseconv2d_f,50,0.0,229.64,"900,900",float,1,3,7
2587,Desktop(CPU + GPU),2587.0,graphdepthwiseconv2d_f,50,0.0,284.92,"900,900",float,1,3,8
2588,Desktop(CPU + GPU),2588.0,graphdepthwiseconv2d_f,50,0.0,575.28,"900,900",float,1,3,9
2589,Desktop(CPU + GPU),2589.0,graphdepthwiseconv2d_f,50,0.0,303.36,"900,900",float,1,3,10
2590,Desktop(CPU + GPU),2590.0,graphdepthwiseconv2d_f,50,0.0,205.48,"900,900",float,1,3,11
2591,Desktop(CPU + GPU),2591.0,graphdepthwiseconv2d_f,50,0.0,285.22,"900,900",float,1,3,12
2592,Desktop(CPU + GPU),2592.0,graphadd_224_float_f,50,0.0,263.4,"224,224",float,1,3,1
2593,NCS2,2593.0,graphadd_224_float_f,50,16960.0,330.0,"224,224",float,1,3,1
2594,coral edgetpu,2594.0,graphadd_224_float_f,269,0.0,3679.66,"224,224",uint8,1,3,1
2595,Desktop(CPU + GPU),2595.0,graphadd_224_float_f,50,0.0,246.8,"224,224",float,1,3,2
2596,NCS2,2596.0,graphadd_224_float_f,50,17050.0,290.0,"224,224",float,1,3,2
2597,coral edgetpu,2597.0,graphadd_224_float_f,266,0.0,3720.11,"224,224",uint8,1,3,2
2598,Desktop(CPU + GPU),2598.0,graphadd_224_float_f,50,0.0,275.24,"224,224",float,1,3,3
2599,NCS2,2599.0,graphadd_224_float_f,50,17070.0,300.0,"224,224",float,1,3,3
2600,coral edgetpu,2600.0,graphadd_224_float_f,268,0.0,3692.13,"224,224",uint8,1,3,3
2601,Desktop(CPU + GPU),2601.0,graphadd_224_float_f,50,0.0,245.5,"224,224",float,1,3,4
2602,NCS2,2602.0,graphadd_224_float_f,50,17850.0,290.0,"224,224",float,1,3,4
2603,coral edgetpu,2603.0,graphadd_224_float_f,269,0.0,3688.42,"224,224",uint8,1,3,4
2604,Desktop(CPU + GPU),2604.0,graphadd_224_float_f,50,0.0,268.04,"224,224",float,1,3,5
2605,NCS2,2605.0,graphadd_224_float_f,50,17000.0,290.0,"224,224",float,1,3,5
2606,coral edgetpu,2606.0,graphadd_224_float_f,266,0.0,3716.62,"224,224",uint8,1,3,5
2607,Desktop(CPU + GPU),2607.0,graphadd_224_float_f,50,0.0,267.52,"224,224",float,1,3,6
2608,NCS2,2608.0,graphadd_224_float_f,50,17260.0,290.0,"224,224",float,1,3,6
2609,coral edgetpu,2609.0,graphadd_224_float_f,269,0.0,3684.96,"224,224",uint8,1,3,6
2610,Desktop(CPU + GPU),2610.0,graphadd_224_float_f,50,0.0,230.24,"224,224",float,1,3,7
2611,NCS2,2611.0,graphadd_224_float_f,50,16890.0,300.0,"224,224",float,1,3,7
2612,coral edgetpu,2612.0,graphadd_224_float_f,268,0.0,3704.05,"224,224",uint8,1,3,7
2613,Desktop(CPU + GPU),2613.0,graphadd_224_float_f,50,0.0,263.84,"224,224",float,1,3,8
2614,NCS2,2614.0,graphadd_224_float_f,50,17260.0,290.0,"224,224",float,1,3,8
2615,coral edgetpu,2615.0,graphadd_224_float_f,268,0.0,3693.22,"224,224",uint8,1,3,8
2616,Desktop(CPU + GPU),2616.0,graphadd_224_float_f,50,0.0,253.22,"224,224",float,1,3,9
2617,NCS2,2617.0,graphadd_224_float_f,50,16970.0,300.0,"224,224",float,1,3,9
2618,coral edgetpu,2618.0,graphadd_224_float_f,268,0.0,3688.94,"224,224",uint8,1,3,9
2619,Desktop(CPU + GPU),2619.0,graphadd_224_float_f,50,0.0,285.5,"224,224",float,1,3,10
2620,NCS2,2620.0,graphadd_224_float_f,50,16770.0,310.0,"224,224",float,1,3,10
2621,coral edgetpu,2621.0,graphadd_224_float_f,265,0.0,3734.65,"224,224",uint8,1,3,10
2622,Desktop(CPU + GPU),2622.0,graphadd_224_float_f,50,0.0,242.38,"224,224",float,1,3,11
2623,NCS2,2623.0,graphadd_224_float_f,50,17640.0,280.0,"224,224",float,1,3,11
2624,coral edgetpu,2624.0,graphadd_224_float_f,268,0.0,3695.75,"224,224",uint8,1,3,11
2625,Desktop(CPU + GPU),2625.0,graphadd_224_float_f,50,0.0,301.88,"224,224",float,1,3,12
2626,NCS2,2626.0,graphadd_224_float_f,50,16830.0,290.0,"224,224",float,1,3,12
2627,coral edgetpu,2627.0,graphadd_224_float_f,269,0.0,3681.59,"224,224",uint8,1,3,12
2628,Desktop(CPU + GPU),2628.0,graphdepthwiseconv2d_f,50,0.0,2946.62,"1000,1000",float,1,3,1
2629,Desktop(CPU + GPU),2629.0,graphdepthwiseconv2d_f,50,0.0,485.52,"1000,1000",float,1,3,2
2630,Desktop(CPU + GPU),2630.0,graphdepthwiseconv2d_f,50,0.0,414.98,"1000,1000",float,1,3,3
2631,Desktop(CPU + GPU),2631.0,graphdepthwiseconv2d_f,50,0.0,588.04,"1000,1000",float,1,3,4
2632,Desktop(CPU + GPU),2632.0,graphdepthwiseconv2d_f,50,0.0,452.2,"1000,1000",float,1,3,5
2633,Desktop(CPU + GPU),2633.0,graphdepthwiseconv2d_f,50,0.0,413.36,"1000,1000",float,1,3,6
2634,Desktop(CPU + GPU),2634.0,graphdepthwiseconv2d_f,50,0.0,425.14,"1000,1000",float,1,3,7
2635,Desktop(CPU + GPU),2635.0,graphdepthwiseconv2d_f,50,0.0,304.98,"1000,1000",float,1,3,8
2636,Desktop(CPU + GPU),2636.0,graphdepthwiseconv2d_f,50,0.0,197.3,"1000,1000",float,1,3,9
2637,Desktop(CPU + GPU),2637.0,graphdepthwiseconv2d_f,50,0.0,468.58,"1000,1000",float,1,3,10
2638,Desktop(CPU + GPU),2638.0,graphdepthwiseconv2d_f,50,0.0,213.36,"1000,1000",float,1,3,11
2639,Desktop(CPU + GPU),2639.0,graphdepthwiseconv2d_f,50,0.0,309.72,"1000,1000",float,1,3,12
2640,Desktop(CPU + GPU),2640.0,graphconvx_f,50,0.0,268.32,"10,10",float,1,3,1
2641,NCS2,2641.0,graphconvx_f,50,1740.0,70.0,"10,10",float,1,3,1
2642,coral edgetpu,2642.0,graphconvx_f,4744,0.0,200.476,"10,10",uint8,1,3,1
2643,Desktop(CPU + GPU),2643.0,graphconvx_f,50,0.0,241.86,"10,10",float,1,3,2
2644,NCS2,2644.0,graphconvx_f,50,1750.0,70.0,"10,10",float,1,3,2
2645,coral edgetpu,2645.0,graphconvx_f,4843,0.0,197.955,"10,10",uint8,1,3,2
2646,Desktop(CPU + GPU),2646.0,graphconvx_f,50,0.0,272.16,"10,10",float,1,3,3
2647,NCS2,2647.0,graphconvx_f,50,1710.0,90.0,"10,10",float,1,3,3
2648,coral edgetpu,2648.0,graphconvx_f,4847,0.0,197.96400000000003,"10,10",uint8,1,3,3
2649,Desktop(CPU + GPU),2649.0,graphconvx_f,50,0.0,259.98,"10,10",float,1,3,4
2650,NCS2,2650.0,graphconvx_f,50,1580.0,70.0,"10,10",float,1,3,4
2651,coral edgetpu,2651.0,graphconvx_f,4700,0.0,201.69,"10,10",uint8,1,3,4
2652,Desktop(CPU + GPU),2652.0,graphconvx_f,50,0.0,249.62,"10,10",float,1,3,5
2653,NCS2,2653.0,graphconvx_f,50,1630.0,70.0,"10,10",float,1,3,5
2654,coral edgetpu,2654.0,graphconvx_f,4792,0.0,198.87400000000002,"10,10",uint8,1,3,5
2655,Desktop(CPU + GPU),2655.0,graphconvx_f,50,0.0,249.84,"10,10",float,1,3,6
2656,NCS2,2656.0,graphconvx_f,50,1640.0,40.0,"10,10",float,1,3,6
2657,coral edgetpu,2657.0,graphconvx_f,4766,0.0,200.06,"10,10",uint8,1,3,6
2658,Desktop(CPU + GPU),2658.0,graphconvx_f,50,0.0,242.28,"10,10",float,1,3,7
2659,NCS2,2659.0,graphconvx_f,50,1610.0,70.0,"10,10",float,1,3,7
2660,coral edgetpu,2660.0,graphconvx_f,4840,0.0,198.112,"10,10",uint8,1,3,7
2661,Desktop(CPU + GPU),2661.0,graphconvx_f,50,0.0,278.58,"10,10",float,1,3,8
2662,NCS2,2662.0,graphconvx_f,50,1610.0,60.0,"10,10",float,1,3,8
2663,coral edgetpu,2663.0,graphconvx_f,4820,0.0,199.054,"10,10",uint8,1,3,8
2664,Desktop(CPU + GPU),2664.0,graphconvx_f,50,0.0,267.02,"10,10",float,1,3,9
2665,NCS2,2665.0,graphconvx_f,50,1730.0,100.0,"10,10",float,1,3,9
2666,coral edgetpu,2666.0,graphconvx_f,4761,0.0,199.773,"10,10",uint8,1,3,9
2667,Desktop(CPU + GPU),2667.0,graphconvx_f,50,0.0,279.38,"10,10",float,1,3,10
2668,NCS2,2668.0,graphconvx_f,50,1700.0,50.0,"10,10",float,1,3,10
2669,coral edgetpu,2669.0,graphconvx_f,4784,0.0,199.238,"10,10",uint8,1,3,10
2670,Desktop(CPU + GPU),2670.0,graphconvx_f,50,0.0,301.08,"10,10",float,1,3,11
2671,NCS2,2671.0,graphconvx_f,50,1760.0,70.0,"10,10",float,1,3,11
2672,coral edgetpu,2672.0,graphconvx_f,4741,0.0,201.68200000000002,"10,10",uint8,1,3,11
2673,Desktop(CPU + GPU),2673.0,graphconvx_f,50,0.0,257.92,"10,10",float,1,3,12
2674,NCS2,2674.0,graphconvx_f,50,1590.0,80.0,"10,10",float,1,3,12
2675,coral edgetpu,2675.0,graphconvx_f,4796,0.0,199.528,"10,10",uint8,1,3,12
2676,Desktop(CPU + GPU),2676.0,graphconvx_f,50,0.0,298.08,"20,20",float,1,3,1
2677,NCS2,2677.0,graphconvx_f,50,1580.0,80.0,"20,20",float,1,3,1
2678,coral edgetpu,2678.0,graphconvx_f,4941,0.0,194.005,"20,20",uint8,1,3,1
2679,Desktop(CPU + GPU),2679.0,graphconvx_f,50,0.0,235.98,"20,20",float,1,3,2
2680,NCS2,2680.0,graphconvx_f,50,1720.0,100.0,"20,20",float,1,3,2
2681,coral edgetpu,2681.0,graphconvx_f,4909,0.0,192.146,"20,20",uint8,1,3,2
2682,Desktop(CPU + GPU),2682.0,graphconvx_f,50,0.0,258.9,"20,20",float,1,3,3
2683,NCS2,2683.0,graphconvx_f,50,1800.0,80.0,"20,20",float,1,3,3
2684,coral edgetpu,2684.0,graphconvx_f,4910,0.0,194.511,"20,20",uint8,1,3,3
2685,Desktop(CPU + GPU),2685.0,graphconvx_f,50,0.0,272.24,"20,20",float,1,3,4
2686,NCS2,2686.0,graphconvx_f,50,1970.0,70.0,"20,20",float,1,3,4
2687,coral edgetpu,2687.0,graphconvx_f,4920,0.0,191.864,"20,20",uint8,1,3,4
2688,Desktop(CPU + GPU),2688.0,graphconvx_f,50,0.0,264.0,"20,20",float,1,3,5
2689,NCS2,2689.0,graphconvx_f,50,1630.0,60.0,"20,20",float,1,3,5
2690,coral edgetpu,2690.0,graphconvx_f,4946,0.0,193.47799999999998,"20,20",uint8,1,3,5
2691,Desktop(CPU + GPU),2691.0,graphconvx_f,50,0.0,275.8,"20,20",float,1,3,6
2692,NCS2,2692.0,graphconvx_f,50,1880.0,80.0,"20,20",float,1,3,6
2693,coral edgetpu,2693.0,graphconvx_f,4881,0.0,194.25099999999998,"20,20",uint8,1,3,6
2694,Desktop(CPU + GPU),2694.0,graphconvx_f,50,0.0,275.78,"20,20",float,1,3,7
2695,NCS2,2695.0,graphconvx_f,50,1690.0,180.0,"20,20",float,1,3,7
2696,coral edgetpu,2696.0,graphconvx_f,5002,0.0,191.29,"20,20",uint8,1,3,7
2697,Desktop(CPU + GPU),2697.0,graphconvx_f,50,0.0,275.56,"20,20",float,1,3,8
2698,NCS2,2698.0,graphconvx_f,50,1760.0,80.0,"20,20",float,1,3,8
2699,coral edgetpu,2699.0,graphconvx_f,4868,0.0,194.248,"20,20",uint8,1,3,8
2700,Desktop(CPU + GPU),2700.0,graphconvx_f,50,0.0,259.96,"20,20",float,1,3,9
2701,NCS2,2701.0,graphconvx_f,50,1820.0,90.0,"20,20",float,1,3,9
2702,coral edgetpu,2702.0,graphconvx_f,4933,0.0,191.24900000000002,"20,20",uint8,1,3,9
2703,Desktop(CPU + GPU),2703.0,graphconvx_f,50,0.0,293.9,"20,20",float,1,3,10
2704,NCS2,2704.0,graphconvx_f,50,1730.0,60.0,"20,20",float,1,3,10
2705,coral edgetpu,2705.0,graphconvx_f,4847,0.0,194.94400000000002,"20,20",uint8,1,3,10
2706,Desktop(CPU + GPU),2706.0,graphconvx_f,50,0.0,248.5,"20,20",float,1,3,11
2707,NCS2,2707.0,graphconvx_f,50,1760.0,90.0,"20,20",float,1,3,11
2708,coral edgetpu,2708.0,graphconvx_f,4918,0.0,193.985,"20,20",uint8,1,3,11
2709,Desktop(CPU + GPU),2709.0,graphconvx_f,50,0.0,242.16,"20,20",float,1,3,12
2710,NCS2,2710.0,graphconvx_f,50,1620.0,90.0,"20,20",float,1,3,12
2711,coral edgetpu,2711.0,graphconvx_f,5002,0.0,191.864,"20,20",uint8,1,3,12
2712,Desktop(CPU + GPU),2712.0,graphconvx_f,50,0.0,306.26,"30,30",float,1,3,1
2713,NCS2,2713.0,graphconvx_f,50,1660.0,160.0,"30,30",float,1,3,1
2714,coral edgetpu,2714.0,graphconvx_f,4588,0.0,206.291,"30,30",uint8,1,3,1
2715,Desktop(CPU + GPU),2715.0,graphconvx_f,50,0.0,272.66,"30,30",float,1,3,2
2716,NCS2,2716.0,graphconvx_f,50,1660.0,100.0,"30,30",float,1,3,2
2717,coral edgetpu,2717.0,graphconvx_f,4617,0.0,205.55,"30,30",uint8,1,3,2
2718,Desktop(CPU + GPU),2718.0,graphconvx_f,50,0.0,276.74,"30,30",float,1,3,3
2719,NCS2,2719.0,graphconvx_f,50,1810.0,80.0,"30,30",float,1,3,3
2720,coral edgetpu,2720.0,graphconvx_f,4572,0.0,208.304,"30,30",uint8,1,3,3
2721,Desktop(CPU + GPU),2721.0,graphconvx_f,50,0.0,261.9,"30,30",float,1,3,4
2722,NCS2,2722.0,graphconvx_f,50,1700.0,80.0,"30,30",float,1,3,4
2723,coral edgetpu,2723.0,graphconvx_f,4524,0.0,208.815,"30,30",uint8,1,3,4
2724,Desktop(CPU + GPU),2724.0,graphconvx_f,50,0.0,298.64,"30,30",float,1,3,5
2725,NCS2,2725.0,graphconvx_f,50,1790.0,90.0,"30,30",float,1,3,5
2726,coral edgetpu,2726.0,graphconvx_f,4555,0.0,207.364,"30,30",uint8,1,3,5
2727,Desktop(CPU + GPU),2727.0,graphconvx_f,50,0.0,303.64,"30,30",float,1,3,6
2728,NCS2,2728.0,graphconvx_f,50,1820.0,90.0,"30,30",float,1,3,6
2729,coral edgetpu,2729.0,graphconvx_f,4622,0.0,205.56099999999998,"30,30",uint8,1,3,6
2730,Desktop(CPU + GPU),2730.0,graphconvx_f,50,0.0,297.4,"30,30",float,1,3,7
2731,NCS2,2731.0,graphconvx_f,50,2020.0,90.0,"30,30",float,1,3,7
2732,coral edgetpu,2732.0,graphconvx_f,4567,0.0,207.609,"30,30",uint8,1,3,7
2733,Desktop(CPU + GPU),2733.0,graphconvx_f,50,0.0,248.56,"30,30",float,1,3,8
2734,NCS2,2734.0,graphconvx_f,50,1860.0,100.0,"30,30",float,1,3,8
2735,coral edgetpu,2735.0,graphconvx_f,4607,0.0,204.33599999999998,"30,30",uint8,1,3,8
2736,Desktop(CPU + GPU),2736.0,graphconvx_f,50,0.0,294.14,"30,30",float,1,3,9
2737,NCS2,2737.0,graphconvx_f,50,1860.0,100.0,"30,30",float,1,3,9
2738,coral edgetpu,2738.0,graphconvx_f,4459,0.0,212.832,"30,30",uint8,1,3,9
2739,Desktop(CPU + GPU),2739.0,graphconvx_f,50,0.0,275.86,"30,30",float,1,3,10
2740,NCS2,2740.0,graphconvx_f,50,1890.0,120.0,"30,30",float,1,3,10
2741,coral edgetpu,2741.0,graphconvx_f,4644,0.0,204.752,"30,30",uint8,1,3,10
2742,Desktop(CPU + GPU),2742.0,graphconvx_f,50,0.0,270.84,"30,30",float,1,3,11
2743,NCS2,2743.0,graphconvx_f,50,1910.0,110.0,"30,30",float,1,3,11
2744,coral edgetpu,2744.0,graphconvx_f,4663,0.0,204.467,"30,30",uint8,1,3,11
2745,Desktop(CPU + GPU),2745.0,graphconvx_f,50,0.0,253.6,"30,30",float,1,3,12
2746,NCS2,2746.0,graphconvx_f,50,1990.0,100.0,"30,30",float,1,3,12
2747,coral edgetpu,2747.0,graphconvx_f,4737,0.0,203.12099999999998,"30,30",uint8,1,3,12
2748,Desktop(CPU + GPU),2748.0,graphconvx_f,50,0.0,313.78,"40,40",float,1,3,1
2749,NCS2,2749.0,graphconvx_f,50,1780.0,210.0,"40,40",float,1,3,1
2750,coral edgetpu,2750.0,graphconvx_f,3926,0.0,244.888,"40,40",uint8,1,3,1
